text,label
NOT BPA FREE,1
Good but liked Green mountain better,3
"Good, robust coffee",3
Good cup of coffee,4
Not what I thought,3
"Passable for a low calorie""treat""",3
Looks can be deceiving,2
Melitta Buzzworthy,2
Didn't like this tea,3
Packaging a problem,3
Black Tiger FTW!!,5
Contains caffeine,2
had made me love cranberries,5
OK purchase,3
Great taste,4
Has become a must-have spice in our kitchen,5
I made the mistake of eating Jell-o brand Mousse first,3
very bitter,2
A dream come true,5
I like them.,4
says made in china on it :(,4
waste of money,1
Satisfied Taster,4
Delicious mabo tofu,5
Glennys American Fries with ketchup,5
So good I could eat en entire box in one sitting,5
Did the recipe change?,3
Where's the Peach? Where's the Apricot?,1
These are delicious!,4
Not ESE pods!,1
Worthwhile treats,4
more wasted floor space,2
Best Popcorn butter salt,4
My favorite healthy breakfast!,5
Chicken-Flavored Treats,4
fishy au jus,1
First Green Drink I've Tried,4
A Smooth Cuppa Coffee,5
The Worst BBQ sauce I've tasted!!!,1
Doesn't work for squirrels,2
Great for the variety,3
Not bad,4
Mmm good.,5
"Dog Food was excellent - but, don't count on it...",1
Mild Daily Energy Tonic,4
Tasted Fermented,2
Energy Gummy Worms,1
"not so natural, and not as much Xylitol",2
cappu-oh no! too bad i can't return it.,1
A Big Ripoff!,1
"If you want to mainline salt, these will do the job",1
Yummy!,4
Nasty,1
Sauce leaves more to be desired,3
The Shipping Box Says Handle With Care,2
smaller than led to believe,3
"Chewy, Gummy, and Flavorful",4
not as good as Yogi Tea's Lemon Ginger tea,2
surprisingly tasty,4
Weak Coffee,1
Not bad,4
Great!! My cat used to love these!,5
Yummy Furikake,5
Chicken recipe glaze,4
not the best chai tea I've tasted,2
Wabash  Valley Farms Amish Country Baby White Popcorn,1
Very low quality chocolate,1
Pass the caramel...tea.,5
Great Product!,5
huh???,1
One of my Favorite K-Cups,5
Eating Salt Jerky,1
Easy and delicious,5
These will give you the runs...,3
It's not that strong,2
Chili? BS,4
"I'm diabetic, and thank GOODNESS for Grandpa Po!",5
Dented Cans!!!,4
salt server,3
slim jim review,4
Good treats!,5
"Not the product, but the dated product",1
"It's chicken in a can, dented cans...",3
Was like I thought - Inferior taste,1
Where's the cherries?,3
Awful!,1
THESE THINGS WORK!,5
"Tastes Metallic, Weird Aftertaste",2
Gooey Chocolate Chips!,4
Observe Pet Reactions to Greenies,1
"Very sweet, not ""Kool-Aid"" like...",2
Skip This One,1
Mixed,4
My girlfriend loved these,5
Good quality,5
It's Imitation!,2
Pill Pockets,5
Never received it,1
These are great,5
"Tastes like water, so it's got THAT going for it",4
Good Coffee,4
Iced Tea  No Way!,2
cookie fingers,3
Fair,3
Our dogs love them!!!,5
Not one of the better ones,3
cherry or raisin?,3
Not the Same,3
PERFECT for gastric bypass and lap band patients!,5
"No Yellow 5, unlike flavorcol.",4
Superior chips - wow!,5
Love this stuff!,5
Best flavors available,5
It's okay,4
Not star struck with Starbucks!,1
Good balance of fizziness and 100% fruity goodness,4
Gluten free cookies,2
water with a hint of coffee,2
What is in these kitten party treats?,5
"Very bland, but priced OK, and taste just OK",3
Yech!,1
Not what I expected,4
It's Ranchy - but close to expiration date,3
These will be habit forming!,5
"Tasty, for a protein bar",4
Unique know what you are buying,3
"Delicious cacao, raw and organic.  Mmm chocolate",3
great product,5
A good chip substitute!,4
It is toooo sweet!,1
Sugar Free isn't Worth the Taste,2
Fun Idea,4
"lacking peanute butter flavor, but heavy on cardboard",2
Milk Bone Crunch Original Dog Treats 40 Oz.,1
Pretty good so far with slight modification,4
they don't look like cigarettes,3
It really does not taste like coffee,3
Awesome,5
For Frappe addicts!,5
nothing special,2
Koo Koo for Coco Nuts,5
Should be called Beggin' Strips Spread.,1
Green Chiles got to me.,3
OK but not as flavorful as I like,3
Not as good as usual,3
SeattleLee,3
Pretty bad,2
Does not dissolve in drinks,1
Too weak,2
Good coffee,3
Not a good Amazon purchase...,1
Good if you love orange,2
Mine had bugs and/or were stale! Them they sent more!@!,1
Nice topping but the company offers better flavors,3
Melt in Your Mouth Delicious!,4
Indescribably Delicious,5
Very good high fiber cereal.,4
Fun & Entertaining way to feed my dog,4
Disappointed,2
WisSkye,5
"Meh, Terri-yucky",2
Too sweet and loses flavor quickly,3
Expensive but good,4
"Good, solid soup",4
'COMVITA' Honey,3
milk choc cocoa,4
Great product!,5
Yum!!,5
not that thrilled,2
"Kinda Expensive, but DELICIOUS.",4
Artificial flavoring,3
Love Savon Et Cie Green Tea Soap,5
Just OK coffee.,3
Pre-ground coffee is bad coffee!,2
Does not taste like pepperoni!,1
A Disappointment for the Price,2
"Crunchy, chewy, salty & sweet...yummy!",4
yuk,2
"OK, but there is better",3
Misleading image,1
My favorite Earl Grey,5
I love just about anything with lavender in it!,4
PEZ refills,3
Not what I was expecting..,1
Best priced fortune cookies around,4
Horrible taste!!,2
food coloring!,2
"OK taste, crappy ingredients",3
looks are deceiving,2
Horrid new taste,1
"Great tasting tomatoes, but dented cans",3
Lansinoh bags are better,3
Blew up everywhere,1
A little disappointed,4
"Coffee Drinkers Coffee, I Don't Think So!",2
Not that good,2
Sweet and strong iced coffee,4
Indispensible in the kitchen!,5
Pass on This for Davidson's organic chamomile,2
So so,3
Mashed Taters,3
Very good salami,4
good snack,4
Like a candy bar that's good for you...,4
Yule Log,1
THE BEST OATMEAL,5
A fine and sturdy everyday tea,4
Decaf that really is jazzed up,5
Kind of Bland,3
"Picture & Wording ""Bulk"" is Deceiving",2
Best GF cookies ever,5
"Acceptable, but not fantastic",3
YUCK!!!,1
A Wonderful Tea,5
"Cat loves the food, but all of my Fancy Feast subscriptions have been unreliable.",2
Bzzzzz...,4
"Very Caffeinated, Tastes Pretty Bold, Not Very Much Mocha",3
good litter but now too expensive so back to Just the Crystals,4
Great gift idea,4
Why?,1
Cats slow to eat this product,3
Justlike beef stew with gravy,5
Excellent dark Medium roast or light Dark roast.,5
Just Pretty Good,3
What!!!!,1
Not What I Ordered,2
Finally an herb tea sampler,5
YUM!!,5
Not enough oreo!,3
POG!,5
"The Smelliest Stinkiest Stuff, Can't Get it Off",1
You get what you pay for,2
quick energy,4
One of the Best Coconut oils on the Market,5
"A cheap imitation of the real deal, but maybe worth a try if you have never tasted absinthe before",2
Same as above,1
Excellent Product!,5
It's not my favorite.,3
Buffalo Bill's teriyaki beef jerky,5
Works but does not taste very good,2
"Didn't like it, Wrong one",1
"Hidden Valley Ranch Dressing, Fat-Free Original, 16-Ounce Bottles (Pack of 6)",3
Would I buy it again?,3
great taste,4
Pure?  BOGUS! This has added sugar.,1
Redbull?,3
Best Organic mac 'n' cheese,4
Can't get past the taste,2
STALE,1
"Great price for organic raisins, not thrilled with the added oil.",4
Love These Sardines!!!,5
lacking flavor,2
Still Searching,3
EXPENSIVE  and depends on the dog. Our MJ refused to eat the green bits just picked out the red.,2
Deceptive Description,1
Bitter to the last drop.,3
Bold Coffee,4
My cat is a picky eater,3
pretty good,4
Using WHITE TEA for health,5
Makes ordinary water easier to swallow,3
An amazing product!,5
Cats Love These Treats,5
"What the **** is in these things? Wait, no..nevermind. I don't want to know.",2
Lindt 85% from Amazon came in the original formula,4
not worth it,1
Where's the Cherry?,2
Great Stuff!,5
I miss the old recipe!,1
"Durkee, Famous Sauce Great family! Great sauce!",5
"Weak coffee, unpleasant aftertaste",2
"Good Caramel, Weak Chocolate",3
Too lightweight,3
This is the worst low carb bread I have tasted,1
Best fruit tea,5
All I am saying is give these a chance.,3
"Unfortunately, this one didn't work for me...",2
Sea Salt and Pepper:  Too much?  Just right?  Yes and yes.,3
Good,4
the proof in truly in the pudding (Newman's Own- Chriken formula),5
Fun for a lego party,3
My Little Friend,4
Not good for Giant breeds!,3
LEMONY tea!,2
Not my favorite,2
"calm, yes... but at what price?",2
Very Enjoyable Tea - Highly Recommended,5
Back for more,5
I give the Monkeys a 4,4
"""Nutrition Bar"" that lacks good nutrition and flavor",2
"Baby loves it, but there is plastic in it",1
hmmm,3
"Tastes Good, Boosts Energy",4
Ok Bar,3
ALMOST PERFECT!,4
"Smells like a Vit B capsule, powder sticks to packet.",2
Not Comvita,3
"Well, at least the shipper was good",1
Does the job but not a favorite,3
Mold?,1
Lives up to the name,3
it is so hot,5
Please bring back old recipe Tazo Iced Tea with Citrus flavor,1
Great!,5
Not as pictured!,1
Melts in the bag not in your hands...,2
"Crunchy, low calorie cereal/snack.",4
Got the job done,2
Love this,5
Don't bother ordering this,1
nothing special,2
caffinated?,2
I like the taste,4
get what you pay for,3
Tasty but a bit pricey,4
Nothing but garbage.,1
kids like it,4
EXACTLY what you'd expect,5
Ho hum,3
Best canned peas for the price,4
Awesome Coffee!,4
Somersaults Dutch Cocoa,4
Nectar of the gods,5
Stale,2
Not the same!,1
Pass on this,1
Works Great With My Cat,5
tasty but... I'm concerned,5
Incorrect Dog Food,2
INEDIBLE SEWER  SLUDGE,1
A Good Out of The Bag Snack,3
"Tasty, but doesn't leave you full; high calories, expensive.",3
"Has an off-taste, weak",2
Decent,3
Almost Perfect,4
Marginal,2
HORRIBLE!! Don't bother!!!...,1
Insufficient blender,1
You get what you pay for :-(,2
Hot? yeah right!,2
easyshopper,4
Great Product at Totally Awesome Price,5
Not  Very Creamy or Chivey...,2
better than the rest,5
"tastes great, but I'm a little concerned about the saturated fat content",4
equal,4
Not great,1
Better than most - but not great,2
TLR,5
Excellent spice,5
It's ok,3
"Very handy, yummy too",5
Shipping not as promised,1
GREAT COOKIES IF THEY ARE FRESH!,1
Soft and Fresh,3
Love it!,5
overly bitter,1
OK...but only in 6 oz portions.,2
double the price,3
Not a Crumb left behind ! (n__n),5
Do not buy - it's cheaper at nespresso.com,1
"Mild coffee but has nice, not bitter or artificial taste",4
Do Not Like the Taste Compared to Truvia,2
plant mailed,2
It Sure Ain't Chocolate,2
International favourite: Crunchy [pea]Nut Cornflakes.,4
Too spicy!,3
Vue cups sampler,4
Extremely unappetizing smell & flavor,1
Tasty and Wholesome,4
Was given a few cans for free...,1
Good Chews,5
useless - I feel no effects whatsoever,2
Doesn't Begin To Compare With the Real Thing,1
Kraft boxed spaghetti dinner,5
Buy this stuff!,5
Stale Popcorn,1
A little disappointed in Amazon Grocery...,3
"Coffee's delicious, but not the easiest to brew.",3
GREAT FOR IC PATIENTS,5
Expensive and anemic little things,2
A Great Fruit and basket,5
not my favorite,3
Great Tasting and affordable,5
Best seasoning around!,5
"Good taste, but FULL of shell pieces",2
Dessert to Them.  But is it Nutritional Enough?,4
Fragrance that takes you out of this world!!,5
Doggies Addicted!,4
Good as Dunkin's Coffee,5
Difficult to apply and ineffective for squirrels!,1
Just use fresh lemon juce.,3
Great Mexican Mole,4
Better than the bubble gum kind,4
ICK,1
Didn't work for my pet.,2
Healthful but Horrible Taste,3
"healthy, happy snack",4
"great addition to protein shakes, hot cocoa, or milk",5
not the same,2
Disappointing...,2
smooth,4
Flavorful Peach Tea,4
I absolutely LOVE this granola.,5
Didn't really work,2
Alright soup base,4
Way too expensive,1
"convienent and doesn't go bad, but too sugary",3
Be careful of the tomatoes,2
Extremely dissatisfied!,1
Not the Best,2
Great deal!,5
Great Taste and Deep Red Color,5
Not very pleasant flavor.,2
They're Not Madhouse Munchies!!!,1
Could have been stronger,3
The worst shopping experience I have ever had!,1
Major Disappointment,2
"Meh, don't bother",2
R dog luvs these,5
Best I've had,5
Plain Kix are better,2
Great!,5
Quaker always good,3
bitter,1
Mother's Sack-of-Fat Cookies [Caveat Emptor],4
worse than cardboard,1
Enjoyed most flavors,4
Worst Oil Yet,1
Excellent,5
Disappointed,1
"Higher fiber, yet tasty... especially if you add mini-chips",4
Not enough real fruit flavor,2
Not the same taste or chocolate,1
Poor taste,1
A Perfect Partner to Cheese...,5
best there is,5
Gluten Free Momma says your kids will love them!,5
Delicioua Pasta - Ggreat for soup!,4
"Great Syrup, Great Price, Wrong Size",3
Zylotol products can cause instestinal problems,3
Good but......,4
not worth it!,1
Flavor/yes price /Hmmmm,4
1 box,1
Vita Coco is usually great but avoid the seller,1
poor product #2,2
Great seasoning!,5
Butter Toffee?  Not really,2
bonsai,5
Perfect for My Finicky Dog!,5
"Sugar free Red Bull is great, this price SUCKS!!!",2
Creamy Strawberry,5
"finally a food that settled my doggie's tummy, but recent price increase outrageous",4
"usually good, but not this time",2
not what I expected,2
Mild flavor,3
The BEST,5
Disappointing..,2
"good tea, bad package",4
Sadaf Apricots,2
"We poured it out, but really enjoy the regular and vanilla Oregon Chai.",1
Smaller opening and not lined make then inferior,1
Great Popcorn!,4
Don't waste this lovely oil in a cooked dish,5
"Great coffee, problematic k-cups!",3
Candy corn,3
Quality white tea with added unusual flavors,3
Yuk,1
Great petsitter!,5
NOT WORTH IT!!!,1
Yuk!,1
Misleading,1
Stale and Poorly Packaged - No Reply from Manufacturer,1
Rip off,1
my cats wont touch this,1
Wonderful,5
A great addition to my daughters lunch,4
It's an olive tampanade chip!,4
Yuck.,2
Important ingredient to recipe,5
Possible Pain Reliever?,4
Authentic - sold at German outdoor Christmas Markets,5
Put on an automatic shipment,5
"Dark Color, Watery Flavor",3
Coffee Filters,3
"Meh...  Expensive, and a little irritation.",3
Beyond Good!,5
"Tasty, but. . .",3
"Personally, I would never buy it or recommend it to a friend...",1
Disgusting,1
Would Not Switch,2
Tavalon Tea,5
It was nice while it lasted,2
weak to my taste,3
My Cats love it,5
My cats are vomiting - tainted product?,1
Best Cake from a mix,5
Never again!,1
cinnomom clusters,5
Great taste for price,4
Excellent flavor!,5
Tastes Like Celery,3
Hmm...,3
"bold taste, but don't taste mocha",3
Inedible,1
Good food,4
very lightly roasted,2
"Green grass clippings, ginger peel & peach pit",1
vomit inducing,2
Yeesh!,2
Yum  but weak,4
Doctor's Orders review,4
Too gingery,2
The only case without dents.,3
Everything was melted together,2
What's in this stuff?,1
"Waste of Money, Waste of Resources",1
It's okay if you don't expect Lychee taste.,3
"Expensive, low quality",2
Wouldn't even feed it to the squirrels,1
I love these bars!,5
Terrible hangover next day,1
Too bitter and smoky,2
Great taste -- So so packaging.,4
Chimes Ginger Chews,3
Cat hated it!!!,1
AWFUL!!!!!!,1
Yumm,5
Not the same,2
Lemon Zest,1
Bitter taste,2
"Less like chocolate, more like dates",2
stinky tea,4
bal,1
Bumble pink salmon boney,1
Watered-Down Flavor - Not Much Energy,2
Best product  and best price.,5
We Men are not as strong as we like to pretend,2
Reacted badly to this tea,2
Can't go back to those other lollipops after one taste of these!,5
Decent,3
"Borderline disgusting, fun to entertain",3
Not impressed.,2
Dries out very quickly,3
Some hard pieces,3
Ballyhoo in a Box... Yuck,2
Terrible flavor!!!,1
Yummy treat,4
Don't Go By Directions,5
energy drink,4
Wellness dog food,5
Definitely not a Kong....,1
Variable quality,3
disgusted beyond belief,1
Totally Worth It!,4
"Great tasting snack, but...",2
Great product...disappointing pricing.,1
Definitely reduces cramping while giving you energy,5
Don't try this at home...,2
Delicious and economical,5
Superb,5
My yorkies will not eat this.,2
Emeril's Big Easy Bold Coffee,3
Gloria Jean's Butter Toffee K-Cups,5
Great deal!,5
"couldn't wait..disappointed, bad batch?",2
Great Taste Great Value,5
Hoemel Compleats,3
inedible,2
Darn good Eggs!,5
Too dry,2
Tastes horrible,1
others are better,3
Yurgh!,2
Delicious and diet friendly. Thanks Amazon,5
Very Robust,3
Smell like diesel to me,2
Natural coconut?,4
I did not particularly enjoy this product!,2
Very good flavor.,4
Not impressed,2
